A_thaliana_ortholog	Genefamily	Description	Gene_name	Species
AT2G23770.1	RLK	protein kinase family protein / peptidoglycan-binding LysM domain-containing protein	BraA04g017460.3C	B. rapa
AT2G23950.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g055840.3C	B. rapa
AT2G24360.1	MAPKKK	RAF22	BraA04g017890.3C	B. rapa
AT2G24360.1	MAPKKK	RAF22	BraA09g053760.3C	B. rapa
AT2G24360.1	MAPKKK	RAF22	BraA09g053750.3C	B. rapa
AT2G24570.1	WRKY	WRKY17	BraA04g018060.3C	B. rapa
AT2G25790.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BraA03g025570.3C	B. rapa
AT2G28970.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA07g019280.3C	B. rapa
AT2G29220.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA05g014880.3C	B. rapa
AT2G29220.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA08g033620.3C	B. rapa
AT2G29220.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA09g063310.3C	B. rapa
AT2G30040.1	MAPKKK	MAPKKK14	BraA04g021350.3C	B. rapa
AT2G30040.1	MAPKKK	MAPKKK14	BraA03g015980.3C	B. rapa
AT2G30040.1	MAPKKK	MAPKKK14	BraA05g014220.3C	B. rapa
AT2G30250.1	WRKY	WRKY25	BraA04g021550.3C	B. rapa
AT2G30250.1	WRKY	WRKY25	BraA05g014020.3C	B. rapa
AT2G30250.1	WRKY	WRKY25	BraA03g016110.3C	B. rapa
AT2G30590.1	WRKY	WRKY21	BraA03g016330.3C	B. rapa
AT2G30590.1	WRKY	WRKY21	BraA04g021880.3C	B. rapa
AT2G31010.2	MAPKKK	RAF13	BraA03g016500.3C	B. rapa
AT2G31010.2	MAPKKK	RAF13	BraA04g022220.3C	B. rapa
AT2G31800.1	MAPKKK	RAF23	BraA04g022890.3C	B. rapa
AT2G31800.1	MAPKKK	RAF23	BraA03g016940.3C	B. rapa
AT2G31880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA04g023000.3C	B. rapa
AT2G31880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g016980.3C	B. rapa
AT2G31880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA04g023010.3C	B. rapa
AT2G32510.1	MAPKKK	MAPKKK17	BraA05g012410.3C	B. rapa
AT2G32510.1	MAPKKK	MAPKKK17	BraA04g023340.3C	B. rapa
AT2G32660.1	RLK	receptor like protein 22	BraA04g023430.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g022920.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g022910.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA05g012760.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g018570.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g022940.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g023720.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g023520.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g022930.3C	B. rapa
AT2G32680.1	RLK	receptor like protein 23	BraA04g023380.3C	B. rapa
AT2G33020.1	RLK	receptor like protein 24	BraA04g024660.3C	B. rapa
AT2G33020.1	RLK	receptor like protein 24	BraA04g023490.3C	B. rapa
AT2G33020.1	RLK	receptor like protein 24	BraA04g024190.3C	B. rapa
AT2G33050.1	RLK	receptor like protein 26	BraA05g011750.3C	B. rapa
AT2G33060.1	RLK	receptor like protein 27	BraA04g023900.3C	B. rapa
AT2G33060.1	RLK	receptor like protein 27	BraA05g011540.3C	B. rapa
AT2G33060.1	RLK	receptor like protein 27	BraA05g011740.3C	B. rapa
AT2G33060.1	RLK	receptor like protein 27	BraA05g011710.3C	B. rapa
AT2G33580.1	RLK	Protein kinase superfamily protein	BraA07g039830.3C	B. rapa
AT2G34830.1	WRKY	WRKY35	BraA04g024840.3C	B. rapa
AT2G34830.1	WRKY	WRKY35	BraA05g010220.3C	B. rapa
AT2G35050.1	MAPKKK	RAF24	BraA04g024950.3C	B. rapa
AT2G35050.1	MAPKKK	RAF24	BraA03g018290.3C	B. rapa
AT2G35620.2	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA05g009590.3C	B. rapa
AT2G35620.2	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA04g025250.3C	B. rapa
AT2G35620.2	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g018510.3C	B. rapa
AT2G36570.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g019080.3C	B. rapa
AT2G37050.3	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g019290.3C	B. rapa
AT2G37260.1	WRKY	WRKY44	BraA03g019460.3C	B. rapa
AT2G37260.1	WRKY	WRKY44	BraA05g008220.3C	B. rapa
AT2G37710.1	Lectin RK	receptor lectin kinase	BraA02g030140.3C	B. rapa
AT2G37710.1	Lectin RK	receptor lectin kinase	BraA03g019670.3C	B. rapa
AT2G37710.1	Lectin RK	receptor lectin kinase	BraA05g007840.3C	B. rapa
AT2G38470.1	WRKY	WRKY33	BraA04g027230.3C	B. rapa
AT2G38470.1	WRKY	WRKY33	BraA05g007160.3C	B. rapa
AT2G38470.1	WRKY	WRKY33	BraA03g020140.3C	B. rapa
AT2G39360.1	RLK	Protein kinase superfamily protein	BraA03g020850.3C	B. rapa
AT2G40740.1	WRKY	WRKY55	BraA04g028830.3C	B. rapa
AT2G40750.1	WRKY	WRKY54	BraA03g021610.3C	B. rapa
AT2G40750.1	WRKY	WRKY54	BraA04g028840.3C	B. rapa
AT2G40750.1	WRKY	WRKY54	BraA05g001850.3C	B. rapa
AT2G41820.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA04g029440.3C	B. rapa
AT2G41820.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA05g002490.3C	B. rapa
AT2G42290.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA04g029750.3C	B. rapa
AT2G42880.1	MAPK	MPK20	BraA03g022450.3C	B. rapa
AT2G43690.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA04g030090.3C	B. rapa
AT2G43690.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA05g003760.3C	B. rapa
AT2G43700.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA03g022950.3C	B. rapa
AT2G43700.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA03g022960.3C	B. rapa
AT2G43790.1	MAPK	MPK6	BraA03g023020.3C	B. rapa
AT2G43790.1	MAPK	MPK6	BraA05g003830.3C	B. rapa
AT2G44745.1	WRKY	WRKY12	BraA03g023460.3C	B. rapa
AT2G44745.1	WRKY	WRKY12	BraA05g004630.3C	B. rapa
AT2G44745.1	WRKY	WRKY12	BraA04g030970.3C	B. rapa
AT2G46070.1	MAPK	MPK12	BraA04g031960.3C	B. rapa
AT2G46400.1	WRKY	WRKY46	BraA03g024160.3C	B. rapa
AT2G46400.1	WRKY	WRKY46	BraA05g001400.3C	B. rapa
AT2G46400.1	WRKY	WRKY46	BraA04g001080.3C	B. rapa
AT2G47260.1	WRKY	WRKY23	BraA05g000580.3C	B. rapa
AT2G47260.1	WRKY	WRKY23	BraAnng003710.3C	B. rapa
AT2G48010.1	RLK	receptor-like kinase in in flowers 3	BraA03g018980.3C	B. rapa
AT3G01080.1	WRKY	WRKY58	BraA03g030680.3C	B. rapa
AT3G01490.1	MAPKKK	RAF38	BraA05g040580.3C	B. rapa
AT3G01970.1	WRKY	WRKY45	BraAnng005520.3C	B. rapa
AT3G02130.1	RLK	receptor-like protein kinase 2	BraA03g030760.3C	B. rapa
AT3G02130.1	RLK	receptor-like protein kinase 2	BraA01g044500.3C	B. rapa
AT3G02880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA01g044270.3C	B. rapa
AT3G02880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA05g041510.3C	B. rapa
AT3G04670.1	WRKY	WRKY39	BraA05g040470.3C	B. rapa
AT3G04670.1	WRKY	WRKY39	BraA03g031780.3C	B. rapa
AT3G04910.1	MAPKKK	ZIK4	BraA05g040280.3C	B. rapa
AT3G04910.1	MAPKKK	ZIK4	BraA03g031900.3C	B. rapa
AT3G05360.1	RLK	receptor like protein 30	BraA07g029580.3C	B. rapa
AT3G05360.1	RLK	receptor like protein 30	BraA07g031120.3C	B. rapa
AT3G05360.1	RLK	receptor like protein 30	BraA01g042700.3C	B. rapa
AT3G05360.1	RLK	receptor like protein 30	BraA08g012720.3C	B. rapa
AT3G05360.1	RLK	receptor like protein 30	BraA06g013750.3C	B. rapa
AT3G05360.1	RLK	receptor like protein 30	BraA08g013240.3C	B. rapa
AT3G05650.1	RLK	receptor like protein 32	BraA04g019040.3C	B. rapa
AT3G06030.1	MAPKKK	MAPKKK12	BraA05g039310.3C	B. rapa
AT3G06230.1	MAPKK	MKK8	BraA05g039180.3C	B. rapa
AT3G06620.1	MAPKKK	RAF7	BraA01g041920.3C	B. rapa
AT3G06620.1	MAPKKK	RAF7	BraA01g041910.3C	B. rapa
AT3G06620.1	MAPKKK	RAF7	BraA05g038810.3C	B. rapa
AT3G06620.1	MAPKKK	RAF7	BraA03g032770.3C	B. rapa
AT3G06620.1	MAPKKK	RAF7	BraA05g038820.3C	B. rapa
AT3G06620.1	MAPKKK	RAF7	BraA03g032780.3C	B. rapa
AT3G08870.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA01g041060.3C	B. rapa
AT3G11010.1	RLK	receptor like protein 34	BraA03g026250.3C	B. rapa
AT3G11080.1	RLK	receptor like protein 35	BraA01g039790.3C	B. rapa
AT3G13065.1	RLK	STRUBBELIG-receptor family 4	BraA01g038380.3C	B. rapa
AT3G13065.1	RLK	STRUBBELIG-receptor family 4	BraA05g034070.3C	B. rapa
AT3G13530.1	MAPKKK	MAPKKK7	BraA03g035970.3C	B. rapa
AT3G13530.1	MAPKKK	MAPKKK7	BraA05g033580.3C	B. rapa
AT3G13530.1	MAPKKK	MAPKKK7	BraA03g033560.3C	B. rapa
AT3G14720.1	MAPK	MPK19	BraA05g032400.3C	B. rapa
AT3G14720.1	MAPK	MPK19	BraA01g037110.3C	B. rapa
AT3G17840.1	RLK	receptor-like kinase 902	BraA01g034840.3C	B. rapa
AT3G17840.1	RLK	receptor-like kinase 902	BraA05g029710.3C	B. rapa
AT3G18040.1	MAPK	MPK9	BraA05g029470.3C	B. rapa
AT3G18750.3	MAPKKK	ZIK5	BraA03g038510.3C	B. rapa
AT3G18750.3	MAPKKK	ZIK5	BraA01g034200.3C	B. rapa
AT3G18750.3	MAPKKK	ZIK5	BraA01g032200.3C	B. rapa
AT3G20190.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g039260.3C	B. rapa
AT3G21220.1	MAPKK	MKK5	BraA03g039660.3C	B. rapa
AT3G21220.1	MAPKK	MKK5	BraA03g039670.3C	B. rapa
AT3G21220.1	MAPKK	MKK5	BraA01g032420.3C	B. rapa
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA03g039750.3C	B. rapa
AT3G21340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA05g025690.3C	B. rapa
AT3G21630.1	Chitin RK	chitin elicitor receptor kinase 1	BraA05g025510.3C	B. rapa
AT3G22420.1	MAPKKK	ZIK3	BraA05g024770.3C	B. rapa
AT3G22750.1	MAPKKK	RAF39	BraA05g024480.3C	B. rapa
AT3G22750.1	MAPKKK	RAF39	BraA01g031500.3C	B. rapa
AT3G24660.1	RLK	transmembrane kinase-like 1	BraA03g041280.3C	B. rapa
AT3G25010.1	RLK	receptor like protein 41	BraA04g023510.3C	B. rapa
AT3G27560.1	MAPKKK	RAF41	BraA06g037500.3C	B. rapa
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BraA09g025500.3C	B. rapa
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BraA06g037210.3C	B. rapa
AT3G28040.1	LRR-RK	Leucine-rich receptor-like protein kinase family protein	BraA09g003360.3C	B. rapa
AT3G28450.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA02g038160.3C	B. rapa
AT3G28450.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g037030.3C	B. rapa
AT3G42880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g022290.3C	B. rapa
AT3G42880.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g022880.3C	B. rapa
AT3G45330.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA06g020970.3C	B. rapa
AT3G45330.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA09g025250.3C	B. rapa
AT3G45410.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA07g003490.3C	B. rapa
AT3G45410.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA06g020950.3C	B. rapa
AT3G45430.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA06g020940.3C	B. rapa
AT3G45440.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA06g020930.3C	B. rapa
AT3G45440.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA06g023480.3C	B. rapa
AT3G45640.1	MAPK	MPK3	BraA06g020840.3C	B. rapa
AT3G46290.1	RLK	hercules receptor kinase 1	BraA01g025390.3C	B. rapa
AT3G46290.1	RLK	hercules receptor kinase 1	BraA06g020400.3C	B. rapa
AT3G46330.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA01g025380.3C	B. rapa
AT3G46340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g023610.3C	B. rapa
AT3G46340.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g020370.3C	B. rapa
AT3G46930.1	MAPKKK	RAF43	BraA06g019990.3C	B. rapa
AT3G47090.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g019390.3C	B. rapa
AT3G47110.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA06g019740.3C	B. rapa
AT3G48260.1	MAPKKK	ZIK11	BraA06g024430.3C	B. rapa
AT3G50310.1	MAPKKK	MAPKKK20	BraA09g041510.3C	B. rapa
AT3G50310.1	MAPKKK	MAPKKK20	BraA01g023170.3C	B. rapa
AT3G51550.1	Lectin RK	Malectin/receptor-like protein kinase family protein	BraA03g045600.3C	B. rapa
AT3G51550.1	Lectin RK	Malectin/receptor-like protein kinase family protein	BraA09g042820.3C	B. rapa
AT3G51550.1	Lectin RK	Malectin/receptor-like protein kinase family protein	BraA01g022330.3C	B. rapa
AT3G51630.2	MAPKKK	ZIK1	BraA09g042890.3C	B. rapa
AT3G53810.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA09g044790.3C	B. rapa
AT3G55550.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA07g022100.3C	B. rapa
AT3G55550.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA04g004500.3C	B. rapa
AT3G55950.1	RLK	CRINKLY4 related 3	BraA09g046680.3C	B. rapa
AT3G56370.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA09g047080.3C	B. rapa
AT3G56400.1	WRKY	WRKY70	BraA04g004020.3C	B. rapa
AT3G56400.1	WRKY	WRKY70	BraA09g047100.3C	B. rapa
AT3G56400.1	WRKY	WRKY70	BraA07g022390.3C	B. rapa
AT3G58640.2	MAPKKK	RAF15	BraA09g048880.3C	B. rapa
AT3G58640.2	MAPKKK	RAF15	BraA07g023520.3C	B. rapa
AT3G58690.1	RLK	Protein kinase superfamily protein	BraA09g048920.3C	B. rapa
AT3G58690.1	RLK	Protein kinase superfamily protein	BraA07g023550.3C	B. rapa
AT3G58710.1	WRKY	WRKY69	BraA09g048940.3C	B. rapa
AT3G58710.1	WRKY	WRKY69	BraA04g002600.3C	B. rapa
AT3G58760.1	MAPKKK	RAF47	BraA04g002570.3C	B. rapa
AT3G59420.1	RLK	crinkly4	BraA09g049330.3C	B. rapa
AT3G59700.1	Lectin RK	lectin-receptor kinase	BraA02g017800.3C	B. rapa
AT3G59700.1	Lectin RK	lectin-receptor kinase	BraA04g002290.3C	B. rapa
AT3G59790.1	MAPK	MPK10	BraA07g024060.3C	B. rapa
AT3G59790.1	MAPK	MPK10	BraA04g002220.3C	B. rapa
AT3G59790.1	MAPK	MPK10	BraA09g049630.3C	B. rapa
AT3G59790.1	MAPK	MPK10	BraA04g002210.3C	B. rapa
AT3G59790.1	MAPK	MPK10	BraA09g049620.3C	B. rapa
AT3G59830.1	MAPKKK	RAF46	BraA07g024070.3C	B. rapa
AT3G62340.1	WRKY	WRKY68	BraA09g051760.3C	B. rapa
AT3G63260.1	MAPKKK	RAF48	BraA09g052500.3C	B. rapa
AT4G01250.1	WRKY	WRKY22	BraA09g000290.3C	B. rapa
AT4G01370.1	MAPK	MPK4	BraA03g029920.3C	B. rapa
AT4G01720.1	WRKY	WRKY47	BraA09g002340.3C	B. rapa
AT4G02010.1	RLK	Protein kinase superfamily protein	BraA03g029350.3C	B. rapa
AT4G02420.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA02g027010.3C	B. rapa
AT4G02420.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA03g029090.3C	B. rapa
AT4G02420.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA09g001750.3C	B. rapa
AT4G02420.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA03g029100.3C	B. rapa
AT4G03390.1	RLK	STRUBBELIG-receptor family 3	BraA09g002520.3C	B. rapa
AT4G04220.1	RLK	receptor like protein 46	BraA03g031480.3C	B. rapa
AT4G04450.1	WRKY	WRKY42	BraA03g028140.3C	B. rapa
AT4G04450.1	WRKY	WRKY42	BraA09g025880.3C	B. rapa
AT4G04490.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 36	BraA09g025830.3C	B. rapa
AT4G04500.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 37	BraA03g028230.3C	B. rapa
AT4G04540.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 39	BraA02g027690.3C	B. rapa
AT4G04540.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 39	BraA09g025770.3C	B. rapa
AT4G04540.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 39	BraA02g027680.3C	B. rapa
AT4G04540.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 39	BraA09g021970.3C	B. rapa
AT4G04540.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 39	BraA03g028190.3C	B. rapa
AT4G04570.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 40	BraA03g028180.3C	B. rapa
AT4G04570.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 40	BraA03g028170.3C	B. rapa
AT4G04570.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 40	BraA09g022070.3C	B. rapa
AT4G04960.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA08g019060.3C	B. rapa
AT4G04960.1	Lectin RK	Concanavalin A-like lectin protein kinase family protein	BraA09g025300.3C	B. rapa
AT4G08500.1	MAPKKK	MAPKKK8	BraA03g026570.3C	B. rapa
AT4G08500.1	MAPKKK	MAPKKK8	BraA09g029190.3C	B. rapa
AT4G08500.1	MAPKKK	MAPKKK8	BraA06g001120.3C	B. rapa
AT4G08850.1	LRR-RK	Leucine-rich repeat receptor-like protein kinase family protein	BraA03g026710.3C	B. rapa
AT4G08850.1	LRR-RK	Leucine-rich repeat receptor-like protein kinase family protein	BraA05g021680.3C	B. rapa
AT4G11070.1	WRKY	WRKY41	BraA02g028540.3C	B. rapa
AT4G11330.1	MAPK	MPK5	BraA09g027220.3C	B. rapa
AT4G11480.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 32	BraA03g027610.3C	B. rapa
AT4G11530.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 34	BraA09g027010.3C	B. rapa
AT4G12020.3	MAPKKK	MAPKKK11	BraA09g026330.3C	B. rapa
AT4G12020.3	MAPKKK	MAPKKK11	BraA09g026560.3C	B. rapa
AT4G12020.3	MAPKKK	MAPKKK11	BraA03g027760.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA09g046610.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA04g008190.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA01g022110.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA04g008230.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA01g022080.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA01g022090.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA01g022120.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA04g008240.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA01g022100.3C	B. rapa
AT4G13820.1	LRR-RK	Leucine-rich repeat (LRR) family protein	BraA08g006170.3C	B. rapa
AT4G14780.1	MAPKKK	RAF26	BraA05g015530.3C	B. rapa
AT4G18170.1	WRKY	WRKY28	BraA03g048120.3C	B. rapa
AT4G18170.1	WRKY	WRKY28	BraA01g009700.3C	B. rapa
AT4G18170.1	WRKY	WRKY28	BraA08g012800.3C	B. rapa
AT4G18250.1	RLK	receptor serine/threonine kinase, putative	BraA08g012860.3C	B. rapa
AT4G18950.1	MAPKKK	RAF27	BraA08g013210.3C	B. rapa
AT4G18950.1	MAPKKK	RAF27	BraA01g010420.3C	B. rapa
AT4G20450.1	LRR-RK	Leucine-rich repeat protein kinase family protein	BraA08g014190.3C	B. rapa
AT4G22070.1	WRKY	WRKY31	BraA01g012730.3C	B. rapa
AT4G23050.1	MAPKKK	RAF12	BraA03g050660.3C	B. rapa
AT4G23130.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	BraA03g050780.3C	B. rapa
AT4G23130.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	BraA03g050810.3C	B. rapa
AT4G23130.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	BraA03g050820.3C	B. rapa
AT4G23130.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	BraA01g013790.3C	B. rapa
AT4G23130.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	BraA08g015250.3C	B. rapa
AT4G23130.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 5	BraA03g050830.3C	B. rapa
AT4G23140.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 6	BraA03g050900.3C	B. rapa
AT4G23150.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 7	BraA03g050880.3C	B. rapa
AT4G23150.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 7	BraA01g013730.3C	B. rapa
AT4G23150.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 7	BraA01g013740.3C	B. rapa
AT4G23150.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 7	BraA09g055070.3C	B. rapa
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BraA08g015160.3C	B. rapa
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BraA08g015180.3C	B. rapa
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BraA09g031720.3C	B. rapa
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BraA01g013540.3C	B. rapa
AT4G23190.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 11	BraA08g015170.3C	B. rapa
AT4G23220.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 14	BraA03g041790.3C	B. rapa
AT4G23250.1	RLK	kinases;protein kinases	BraA08g015260.3C	B. rapa
AT4G23250.1	RLK	kinases;protein kinases	BraA08g015280.3C	B. rapa
AT4G23250.1	RLK	kinases;protein kinases	BraA08g015270.3C	B. rapa
AT4G23250.1	RLK	kinases;protein kinases	BraA03g050950.3C	B. rapa
AT4G23250.1	RLK	kinases;protein kinases	BraA03g050960.3C	B. rapa
AT4G23280.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 20	BraA01g013870.3C	B. rapa
AT4G23280.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 20	BraA04g008810.3C	B. rapa
AT4G23280.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 20	BraA01g013880.3C	B. rapa
AT4G23280.1	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 20	BraA01g031780.3C	B. rapa
AT4G23290.2	Cysteine-rich RLK	cysteine-rich RLK (RECEPTOR-like protein kinase) 21	BraA01g013830.3C	B. rapa
AT4G23550.1	WRKY	WRKY29	BraA03g051140.3C	B. rapa
AT4G23550.1	WRKY	WRKY29	BraA08g015330.3C	B. rapa
AT4G23550.1	WRKY	WRKY29	BraA01g014230.3C	B. rapa
AT4G23810.1	WRKY	WRKY53	BraA01g014490.3C	B. rapa
AT4G23810.1	WRKY	WRKY53	BraA03g051480.3C	B. rapa
AT4G24240.1	WRKY	WRKY7	BraA03g051740.3C	B. rapa
AT4G24240.1	WRKY	WRKY7	BraA01g015000.3C	B. rapa
AT4G24480.1	MAPKKK	RAF6	BraA01g015260.3C	B. rapa
AT4G26070.3	MAPKK	MKK1	BraA03g052940.3C	B. rapa
AT4G26440.1	WRKY	WRKY34	BraA01g017130.3C	B. rapa
AT4G26440.1	WRKY	WRKY34	BraA03g053130.3C	B. rapa
AT4G26540.1	LRR-RK	Leucine-rich repeat receptor-like protein kinase family protein	BraA01g017280.3C	B. rapa
AT4G26640.2	WRKY	WRKY20	BraA08g019780.3C	B. rapa
AT4G26640.2	WRKY	WRKY20	BraA01g017390.3C	B. rapa
AT4G26640.2	WRKY	WRKY20	BraA03g053220.3C	B. rapa
AT4G26640.2	WRKY	WRKY20	BraA02g030090.3C	B. rapa
AT4G26690.1	RLK	PLC-like phosphodiesterase family protein	BraA09g026920.3C	B. rapa
AT4G26690.1	RLK	PLC-like phosphodiesterase family protein	BraA07g031460.3C	B. rapa
AT4G26690.1	RLK	PLC-like phosphodiesterase family protein	BraA03g053480.3C	B. rapa
AT4G26690.1	RLK	PLC-like phosphodiesterase family protein	BraA03g013430.3C	B. rapa
AT4G26690.1	RLK	PLC-like phosphodiesterase family protein	BraA10g013400.3C	B. rapa
AT4G26690.1	RLK	PLC-like phosphodiesterase family protein	BraA01g017460.3C	B. rapa
AT4G26890.1	MAPKKK	MAPKKK16	BraA01g017630.3C	B. rapa
AT4G26890.1	MAPKKK	MAPKKK16	BraA08g019670.3C	B. rapa
